subject,trial,condition,group,Fz_N100,FCz_N100,Cz_N100,FC3_N100,FC4_N100,C3_N100,C4_N100,CP3_N100,CP4_N100,AFz_N100,F2_N100
1,64,1,0,7.180242857,11.28538571,11.25329048,7.242861905,3.365728571,4.376995238,6.296028571,2.394161905,5.262452381,5.563233333,4.105419048
1,65,1,0,-1.290142857,-2.650866667,-5.248219048,0.285495238,-7.010495238,-6.466709524,-6.99572381,-3.993638095,-10.29342857,-4.739290476,0.610509524
1,66,1,0,-11.40086667,-8.34172381,-7.928328571,-7.103228571,-6.741947619,-6.374304762,-8.327280952,-5.78487619,-6.952614286,-6.336014286,-4.290352381
1,67,1,0,-9.215414286,-12.92003333,-19.85270476,-10.73557619,-12.7367619,-10.9566381,-15.86061905,-20.47814762,-16.82141905,-0.01902381,-11.72724286
1,68,1,0,-19.7053,-19.58379524,-13.8325,-16.60805714,-19.36852857,-13.37375714,-18.22831905,-20.27479048,-15.34634286,-15.79954762,-19.7867
1,69,1,0,0.333557143,-2.166114286,-0.619657143,0.027842857,-1.153214286,2.434642857,1.383252381,-0.721014286,1.867980952,3.475609524,-3.376547619
1,70,1,0,-7.454114286,-6.61937619,-7.700047619,-1.416742857,-7.509095238,-3.6942,-9.937052381,-6.510638095,-11.98745238,-7.473066667,-7.323742857
1,71,1,0,0.163033333,-4.408685714,-4.415190476,-3.678652381,1.8466,0.239628571,-0.215852381,-3.560104762,-1.206619048,-3.459490476,-3.127457143
1,72,1,0,4.724242857,6.179409524,7.324380952,4.74927619,4.263961905,7.261085714,7.746533333,6.320033333,8.657233333,6.376304762,2.977052381
1,73,1,0,-19.14033333,-22.78362381,-23.30043333,-20.9532619,-14.34891905,-20.02220952,-14.13294286,-25.61446667,-14.82853333,-21.09465238,-15.67557619
1,74,1,0,-1.239433333,0.934933333,4.706314286,-2.143147619,-0.2216,-0.78967619,-0.532861905,-4.676919048,-0.221771429,-2.20517619,1.924814286
1,75,1,0,-4.71397619,1.202971429,5.008428571,3.246519048,2.026566667,2.116671429,0.841080952,1.173914286,0.84692381,-2.931538095,-2.602490476
1,76,1,0,-12.33681429,-11.0607619,-11.60820952,-13.84320952,-11.32545714,-14.19512857,-14.07167143,-14.1853619,-15.0345,-12.4381,-10.0218
1,77,1,0,-10.02620476,-8.83037619,-8.959057143,-10.00715238,-10.03122381,-7.588414286,-11.79965238,-9.44867619,-15.32625714,-10.20913333,-9.735019048
1,78,1,0,-8.178933333,-6.463247619,-8.037942857,-0.622066667,-7.173604762,-4.146390476,-7.633804762,-3.66147619,-8.750209524,-7.728342857,-8.67582381
1,79,1,0,-3.6882,-1.490590476,2.536904762,-8.048433333,-0.949471429,-2.213238095,2.117295238,0.258790476,-0.121047619,-3.414747619,-2.94042381
1,80,1,0,-7.88777619,-6.936609524,-0.369066667,1.503680952,-10.98387143,4.012428571,-4.286604762,4.477961905,-4.780895238,-10.78458095,-8.847971429
1,81,1,0,-6.152666667,-3.184514286,-0.719438095,1.510009524,-0.571366667,-2.841814286,0.097309524,-5.537771429,-3.84372381,-4.545,-2.875295238
1,82,1,0,-7.968442857,-9.680771429,-8.308652381,-10.8296619,-14.3770619,-8.326519048,-13.8914619,-10.34210952,-12.83791429,-10.51430952,-8.5635
1,83,1,0,9.0783,8.56252381,-0.743428571,6.99707619,8.508566667,5.438247619,9.797952381,2.850914286,1.462914286,8.559895238,9.774695238
1,84,1,0,10.0368619,14.4674619,19.3359,8.382519048,14.26227143,14.52294286,9.611109524,14.98535714,14.7056,9.276066667,13.8796381
1,85,1,0,-1.178990476,-0.076104762,1.446861905,2.631166667,-4.756209524,3.331371429,-3.779547619,-5.925038095,-6.590709524,-4.172014286,-1.79642381
1,86,1,0,-4.1321,-1.422690476,-1.195309524,-0.190242857,-5.061338095,2.708642857,-4.234619048,-1.717947619,-4.800719048,-3.733038095,-2.674047619
1,87,1,0,-4.422914286,-7.117538095,-3.599938095,-7.308009524,-7.363490476,-8.449514286,-5.331780952,-5.555728571,-4.968685714,-7.687666667,-10.3743381
1,88,1,0,4.849990476,6.748085714,5.654661905,11.09166667,3.12007619,2.397814286,-3.899542857,2.280242857,-2.065833333,5.827185714,5.705704762
1,89,1,0,-18.39742857,-18.52669048,-17.0079619,-16.10894286,-18.6819381,-12.79641429,-13.92493333,-6.946442857,-8.024366667,-17.50321905,-20.07397619
1,90,1,0,-2.933114286,-4.1163,-11.96915238,-7.316814286,-3.368733333,-12.56903333,-8.029580952,-17.7439619,-13.0613619,-0.745185714,-1.843404762
1,91,1,0,-4.073147619,-7.110652381,-10.78543333,-5.393561905,-10.17044286,-7.672204762,-8.381085714,-14.29889524,-10.71050476,-6.981371429,-8.49652381
1,92,1,0,-8.3453,-6.842014286,-3.043685714,-2.799714286,-9.036828571,-1.852238095,-5.939009524,0.920266667,-1.45442381,-10.45888095,-7.481485714
1,93,1,0,0.226261905,0.935485714,0.069585714,-2.7588,-1.226985714,-11.78895238,-6.583442857,-2.614690476,-7.727180952,-0.491795238,-3.539252381
1,94,1,0,-18.95576667,-18.24283333,-16.47067143,-6.470842857,-15.23246667,-9.539304762,-15.51489048,-5.080738095,-13.14955238,-14.0377619,-14.45410476
1,95,1,0,-4.2489,-2.68837619,-1.461480952,-3.633966667,-4.157061905,0.307885714,-0.160090476,2.652109524,-3.041004762,-1.279752381,-6.965666667
1,96,1,0,0.267909524,-1.099752381,0.581128571,3.478138095,-2.062419048,4.005104762,-2.417166667,3.187019048,-2.111714286,0.154147619,-0.887719048
1,97,1,0,-6.99472381,-7.740619048,-7.857552381,-9.144504762,-6.680961905,-3.906633333,-5.742438095,-1.590419048,-7.509190476,-11.30548571,-7.279990476
1,98,1,0,6.653928571,7.748904762,2.990880952,5.144061905,2.078057143,4.308342857,1.458085714,6.289928571,-0.962871429,5.037609524,9.357166667
1,99,1,0,-2.532095238,-1.37422381,6.045680952,-3.269533333,-3.631695238,3.61442381,-7.620066667,-2.838571429,-8.74602381,-5.477295238,-6.166314286
1,100,1,0,3.515414286,1.293390476,1.675185714,6.657738095,-1.623538095,0.10772381,-1.975157143,0.56952381,-3.871552381,-0.308028571,-3.303947619
1,1,2,0,-16.71655238,-20.97129524,-20.47829048,-10.18250952,-19.72939048,-17.71498571,-17.04850952,-10.82311905,-18.07005714,-12.93009524,-18.73614762
1,2,2,0,-3.722819048,0.513380952,5.51232381,-6.093928571,-3.810561905,-0.3032,-2.394880952,0.98787619,1.415952381,2.23257619,-4.570971429
1,4,2,0,-8.247661905,-9.755552381,-10.30100952,-4.977604762,-2.362847619,-12.13680952,-2.110809524,-11.47860476,-4.584295238,-9.050033333,-4.515219048
1,5,2,0,-8.027804762,-7.270266667,-6.318909524,-13.78410952,-3.382119048,-10.86418571,-2.816747619,-14.08359048,-1.27007619,-7.393490476,-8.723166667
1,6,2,0,-6.368942857,-8.376861905,-10.96570476,-16.19164762,-9.046585714,-12.5079381,-7.621747619,-7.771947619,-6.955390476,-6.395933333,-5.446061905
1,7,2,0,-23.88797143,-25.74636667,-26.50687619,-17.79366667,-18.99268095,-23.63882381,-19.26405714,-19.95889524,-19.1589619,-13.76830952,-18.59731429
1,8,2,0,-11.40569048,-11.20198571,-12.18530952,-11.64290476,-15.09683333,-14.8837381,-14.10713333,-12.014,-10.28232381,-8.661352381,-10.07300476
1,9,2,0,-2.690552381,0.353180952,-0.090357143,0.199085714,-5.209033333,-0.987038095,-3.627447619,-2.303571429,-2.124890476,-3.334557143,-1.659733333
1,10,2,0,11.06759048,11.48617143,7.105161905,9.595990476,7.694166667,8.186790476,2.874809524,7.473909524,5.1284,11.41217143,8.448728571
1,11,2,0,2.553185714,-0.695638095,-7.052709524,3.339742857,-0.394033333,2.220914286,-0.928914286,1.195904762,-3.296942857,-2.561080952,0.23792381
1,12,2,0,-4.984733333,-5.523571429,-7.916447619,-2.184228571,-14.86834286,-1.364390476,-16.05170476,-9.902119048,-16.24058571,-5.08977619,-4.595247619
1,13,2,0,-12.2874619,-13.07460952,-15.02608571,-11.28704286,-9.23327619,-14.36244762,-10.10890476,-14.19596667,-10.9675,-10.1226619,-10.64129048
1,14,2,0,-6.591966667,-7.053671429,-11.30687619,-8.924133333,-6.033728571,-10.56033333,-6.24062381,-13.84759524,-7.048619048,-4.948885714,-2.413766667
1,15,2,0,-2.789480952,-2.675404762,-2.93737619,-8.925580952,0.968895238,-7.374466667,0.556419048,-5.227219048,-1.541185714,-0.261861905,3.074857143
1,16,2,0,-24.9453381,-30.1482619,-32.1302,-25.41265714,-25.64010476,-22.26310952,-23.27966667,-24.24519524,-25.00749524,-19.57545714,-22.59642857
1,17,2,0,-13.20375238,-11.9695619,-12.86897619,-9.021328571,-15.27561429,-8.705166667,-15.77354286,-14.20679048,-12.44877143,-13.2035,-12.91109524
1,18,2,0,-25.44974286,-23.73971905,-24.44797143,-19.72286667,-22.03061905,-20.16248571,-16.77118571,-19.28943333,-17.1061619,-15.56147619,-19.67111429
1,19,2,0,-12.75175714,-14.54072857,-14.60518571,-14.55077143,-13.39338095,-5.4207,-11.83614762,-8.831314286,-11.6651,-9.669271429,-13.05477143
1,20,2,0,-14.73330476,-12.2858,-11.10830476,-8.32547619,-11.39073333,-6.273866667,-6.627780952,-9.252309524,-6.6278,-10.58537143,-14.0132619
1,21,2,0,-7.50132381,-8.98547619,-8.788061905,-6.609885714,-0.474995238,-6.726885714,-0.85852381,-6.804738095,-1.294204762,-3.247238095,-4.507190476
1,22,2,0,-7.360704762,-10.26205238,-13.55941905,-4.158480952,-9.8151,-10.37181429,-7.267471429,-12.43600952,-9.776904762,-7.685095238,-10.13413333
1,23,2,0,-1.594961905,-0.902014286,-0.6727,1.492528571,1.165504762,2.795919048,-0.211866667,7.784261905,0.008528571,-2.149514286,0.15327619
1,24,2,0,-4.593333333,-5.218042857,-3.608671429,-10.63369048,-6.122052381,-7.242261905,-6.331228571,-6.071414286,-6.982052381,-8.563752381,-4.641352381
1,25,2,0,-7.833419048,-11.3046381,-7.822795238,-6.812409524,-12.49613333,-9.857919048,-11.74229524,1.272985714,-5.571909524,-8.678866667,-10.54344762
1,26,2,0,-16.15025238,-17.08028095,-13.21335714,-20.19721905,-15.42392857,-14.32811429,-15.92378095,-16.08067619,-16.59975238,-15.56828095,-17.7127381
1,27,2,0,-12.5382381,-14.50837143,-9.557280952,-15.71927619,-8.539409524,-10.98414286,-5.30392381,-7.705619048,-4.010114286,-14.04570476,-9.926190476
1,28,2,0,-15.74061905,-17.65316667,-22.92301429,-15.75747143,-18.68580476,-15.86110952,-19.09037619,-15.07508095,-18.49142857,-11.23048571,-16.84787143
1,29,2,0,-16.55557619,-18.63414762,-17.79343333,-9.315971429,-21.33927143,-9.397190476,-21.22024762,-8.932247619,-18.14012857,-14.16442857,-17.14977619
1,30,2,0,-21.13815714,-21.65432857,-22.27619524,-18.81657619,-17.26370476,-21.6027,-15.0224,-22.81878571,-14.71260476,-16.76922857,-20.4869619
1,31,2,0,0.53547619,-1.289485714,-3.514385714,0.452995238,-0.901180952,3.532209524,0.058190476,3.832057143,-1.015933333,-0.127909524,-0.194809524
1,32,2,0,-19.28800476,-22.28380952,-20.68817143,-17.52310952,-14.11082857,-19.20141429,-14.3199381,-21.30380952,-11.91933333,-23.02668571,-15.9853
1,33,2,0,-9.474214286,-8.917880952,-3.709219048,-9.784480952,-28.61114762,-9.465119048,-8.60582381,0.099585714,-5.821757143,-12.65649524,-9.75617619
1,34,2,0,-8.319447619,-10.01037619,-11.18539524,-12.56952381,-11.17207619,-8.75787619,-10.93586667,-10.08009524,-13.4586381,-13.20363333,-8.513133333
1,35,2,0,-1.209347619,0.06607619,-4.233771429,-5.94157619,2.704014286,-1.684585714,1.360580952,-2.228533333,-1.672428571,-1.133885714,0.417209524
1,36,2,0,1.974342857,-0.817780952,-1.529557143,0.29287619,1.121219048,-0.001904762,-2.297638095,-2.503861905,-1.854857143,4.364557143,1.127214286
1,37,2,0,-16.62408095,-20.59317619,-20.36450952,-13.01555238,-22.3273619,-12.14821429,-19.58760476,-16.78623333,-16.87597619,-13.20837619,-23.01725238
1,38,2,0,-3.684971429,-5.793071429,-5.333071429,-2.204652381,-9.867957143,1.316938095,-9.358347619,2.670604762,-2.905609524,-0.791,-7.608204762
1,39,2,0,-11.57315714,-18.28172857,-20.50757619,-13.70649524,-12.45529524,-21.4099,-11.64071429,-20.4728,-13.57674762,-10.63874286,-12.54414762
1,40,2,0,-3.530447619,-2.97357619,1.871747619,-9.207004762,-3.974247619,-3.955361905,-1.726147619,1.278266667,2.382966667,-4.145538095,-4.528738095
1,41,2,0,-11.56288571,-12.95191429,-13.48129524,-12.71560476,-11.81824286,-17.01721905,-15.33537619,-14.77705714,-13.07910476,-12.25640952,-11.83084286
1,42,2,0,-17.76020952,-21.91630476,-19.42305714,-13.27852381,-15.0572,-19.86891429,-11.53894286,-14.57242857,-11.77938571,-13.01897619,-16.21540952
1,43,2,0,-12.59395238,-15.33026667,-17.85128095,-13.60043333,-17.89285714,-11.61736667,-17.37258095,-10.96700952,-18.0481619,-11.45686667,-13.07028095
1,45,2,0,9.56972381,9.795819048,4.948157143,7.40362381,8.902266667,5.140461905,3.494438095,4.535304762,1.602742857,9.850980952,11.80687619
1,46,2,0,-13.85379048,-12.68870952,-12.65640476,-11.59429048,-8.976061905,-8.79172381,-8.960504762,-7.62227619,-9.473104762,-12.05567143,-11.86007143
1,47,2,0,-0.773166667,-0.494861905,-0.718985714,0.83577619,-5.3018,-1.463457143,-4.32297619,0.04852381,-4.467357143,-1.614357143,-1.019047619
1,48,2,0,-15.6445381,-17.09026667,-19.8501619,-17.25689524,-13.14561905,-14.0610381,-16.02225714,-17.66158095,-15.35618095,-10.68491429,-15.00803333
1,49,2,0,-2.178028571,-0.161204762,2.12677619,-1.866080952,-4.163990476,-5.735004762,-4.381557143,-5.956090476,-5.288061905,-2.782419048,-1.402252381
1,51,2,0,-8.298704762,-4.212142857,-4.926152381,-10.75241905,-2.437819048,-8.699542857,-5.298942857,-10.73285238,-4.295885714,-8.846728571,-6.915057143
1,52,2,0,-0.047966667,0.04292381,-1.2749,6.251390476,-3.266814286,-2.316128571,-3.546071429,-3.07962381,-6.062933333,-2.293733333,1.215185714
1,53,2,0,-9.424819048,-9.132504762,-8.805247619,-8.699228571,-7.961666667,-9.095261905,-7.587219048,-6.999433333,-7.448561905,-4.792642857,-6.202747619
1,54,2,0,-10.39958571,-4.208880952,-3.398071429,-6.489385714,-8.400552381,-3.375819048,-4.292833333,-0.87937619,0.437695238,-5.27372381,-9.613080952
1,55,2,0,-13.50529524,-14.52654762,-18.31337619,-10.69670476,-9.041266667,-15.8721381,-15.01629524,-14.76197143,-17.0322619,-8.189285714,-12.25461905
1,56,2,0,4.977566667,0.337190476,-7.205371429,1.680309524,0.70132381,-1.118142857,-1.370104762,-3.589190476,-3.91837619,4.627457143,3.183733333
1,57,2,0,-8.470604762,-8.208519048,-5.954204762,-3.115809524,-13.26762381,2.16677619,-12.71255238,0.918880952,-11.19313333,-6.610128571,-9.262442857
1,58,2,0,-11.04941429,-13.36271429,-16.55408095,-14.40278571,-12.1245381,-11.23260952,-12.7467,-10.61728095,-13.82158571,-7.114338095,-10.78219048
1,59,2,0,-9.428690476,-8.285714286,-4.026333333,-9.596147619,-5.810380952,-10.48617143,-5.454280952,-8.846790476,-1.584761905,-8.162319048,-10.78313333
1,61,2,0,-13.81140476,-14.65381429,-10.76290476,-16.46832381,-18.70372381,-9.539261905,-16.16186667,-7.951671429,-14.39767619,-14.24984762,-15.86412381
1,62,2,0,-24.52181905,-24.16635714,-24.06386667,-25.55786667,-24.2479619,-17.7528,-23.64694762,-25.4638,-26.00503333,-20.77382381,-24.24961429
1,63,2,0,-11.07311905,-10.9328619,-9.487633333,-10.49189048,-9.2182,-7.270942857,-7.324309524,-7.864080952,-8.251719048,-9.322538095,-8.268957143
1,64,2,0,-5.017514286,-6.288719048,-9.700966667,-8.12912381,-11.45970952,-14.77015238,-13.05557619,-12.98033333,-15.06649524,-3.475366667,-8.990957143
1,65,2,0,-12.66559048,-12.59291905,-12.9534619,-10.02478571,-13.49958095,-10.87720476,-11.5653619,-12.82052857,-10.0348619,-12.62682857,-12.01294762
1,66,2,0,-11.22116667,-3.4826,-3.967880952,-2.696552381,-4.220342857,-6.350038095,-6.427404762,-2.581585714,-8.279604762,1.14847619,-0.640947619
1,67,2,0,-8.1823,-8.7841,-6.285090476,-3.257928571,-3.398557143,-2.915557143,-1.452557143,-7.430961905,-1.306747619,-7.720547619,-6.786147619
1,68,2,0,-8.468261905,-9.733790476,-16.10518571,-6.507490476,-7.491795238,-13.50604762,-8.647633333,-11.68510476,-13.17806667,-6.036461905,-6.630742857
1,69,2,0,-2.109342857,-0.855252381,2.2343,-3.823552381,0.988328571,-7.031747619,3.146080952,-10.08138571,1.115547619,-3.238333333,0.941604762
1,70,2,0,-17.41794286,-19.41636667,-13.7380381,-16.11270476,-19.43612381,-9.351966667,-17.03463333,-13.45348095,-12.71469524,-18.12438571,-18.22612857
1,71,2,0,-5.875761905,-6.64687619,-5.28162381,-9.501157143,-7.137990476,-5.673904762,-6.181666667,-6.865371429,-3.3621,-5.31142381,-7.683057143
1,72,2,0,-5.011609524,-3.261761905,-5.179780952,-8.897590476,-1.108404762,-11.58031905,-0.076338095,-14.9567,-4.917666667,-6.858295238,-1.7268
