subject,trial,condition,group,Fz_N100,FCz_N100,Cz_N100,FC3_N100,FC4_N100,C3_N100,C4_N100,CP3_N100,CP4_N100,AFz_N100,F2_N100
14,2,3,0,-10.49542857,-13.49838571,-13.4805619,-19.13194286,-13.76130476,-12.6217,-11.96350476,-13.77821905,-11.70992381,-7.202485714,-10.22728095
14,3,3,0,-1.938495238,-1.028914286,-2.671057143,-2.867180952,-0.090847619,-6.92292381,2.011557143,-4.089066667,0.936661905,-4.1917,0.037471429
14,4,3,0,4.4211,2.582728571,2.542657143,7.024238095,-1.135361905,1.102790476,-3.935457143,-0.071719048,-3.115152381,4.87602381,0.468085714
14,5,3,0,1.396742857,4.460828571,1.862847619,0.503047619,-7.559695238,0.013266667,-3.071409524,1.39927619,-3.795861905,0.096480952,0.323447619
14,6,3,0,1.19302381,-1.307180952,-0.946961905,3.180571429,2.108919048,-1.483952381,3.112647619,-5.845938095,4.255333333,1.382509524,2.337828571
14,7,3,0,-13.74000476,-17.59504762,-19.28527143,-11.73675714,-9.564752381,-14.70920952,-14.27539524,-18.71664286,-14.51409524,-4.268138095,-11.71878095
14,8,3,0,1.704209524,-0.508828571,-0.76377619,-4.211680952,-0.776671429,-0.061761905,1.940442857,2.700785714,3.871347619,1.094104762,0.94922381
14,9,3,0,-8.491966667,-11.88311905,-14.42317143,-3.300257143,-9.420428571,-11.29822857,-14.20207619,-13.67365238,-14.8863381,-11.46970952,-10.10866667
14,10,3,0,13.33389048,14.13377143,13.19845238,7.101480952,6.97607619,13.88270952,11.52685714,12.91926667,9.41547619,6.796980952,12.79987619
14,11,3,0,-5.842947619,-8.730114286,-4.319442857,-6.776709524,-3.869880952,-5.764004762,1.090480952,-4.55217619,-1.722980952,-4.886552381,-3.000519048
14,12,3,0,-10.70020476,-6.953104762,-6.146609524,-5.510119048,-8.946257143,-6.873242857,-3.949495238,-4.218757143,-2.467847619,-8.068685714,-13.66010952
14,13,3,0,10.46879524,10.62348571,6.585309524,3.590642857,8.314390476,4.469571429,5.214038095,1.674633333,4.047938095,7.544152381,10.80470476
14,14,3,0,2.445057143,1.559214286,-0.753680952,-3.274838095,4.006195238,0.003719048,4.584438095,-3.600980952,3.916042857,6.926690476,5.942480952
14,15,3,0,-7.762471429,-9.647714286,-8.499928571,-8.53647619,-9.162571429,-4.958738095,-8.762152381,-2.183119048,-7.454580952,-8.733733333,-7.876738095
14,16,3,0,5.569357143,7.33962381,3.750371429,-0.160485714,3.565990476,3.272971429,3.666995238,5.544271429,3.647785714,2.631214286,7.044066667
14,17,3,0,3.289885714,-3.226104762,-2.437771429,15.51841429,0.957433333,-2.849261905,-0.093985714,-0.123147619,0.008390476,2.267371429,0.959980952
14,18,3,0,-10.66851905,-12.64598571,-11.39442857,-5.560990476,-4.707533333,-6.700061905,-7.967152381,-7.599957143,-8.32452381,-8.288609524,-8.848885714
14,19,3,0,3.587338095,5.600838095,8.38622381,-5.09312381,-0.689395238,2.581409524,2.843071429,5.114152381,1.699942857,3.711352381,4.7895
14,20,3,0,-0.259228571,-1.017757143,-0.237352381,-1.561252381,0.270357143,-5.621314286,1.729147619,-4.909909524,-0.223071429,-2.813109524,3.98782381
14,21,3,0,-11.1139,-18.72687143,-17.03217619,-1.009957143,-10.62757143,-13.11571905,-13.97849524,-13.60937619,-15.72737619,-7.589595238,-14.34884286
14,22,3,0,-10.11450952,-10.88344762,-11.55795238,-4.708138095,-6.941814286,-11.49732857,-5.03812381,-14.78999048,-4.466938095,-7.8632,-8.982095238
14,23,3,0,-6.754114286,-10.69680476,-2.739871429,-8.180252381,-8.333452381,-2.724009524,-7.783147619,-1.78462381,-3.630314286,-6.621390476,-5.436971429
14,24,3,0,-7.206980952,-4.481680952,-5.106252381,-8.316609524,-1.21622381,-8.638014286,1.00807619,-9.579195238,-0.647647619,-7.187147619,-2.1179
14,25,3,0,-1.2246,2.963852381,0.764161905,6.670180952,-1.999885714,7.476752381,1.637385714,7.164233333,3.275447619,1.111995238,-2.966347619
14,26,3,0,13.40798571,10.61244286,4.872761905,10.98473333,6.586657143,8.965885714,6.533042857,3.784395238,7.205333333,9.752361905,12.15675714
14,27,3,0,3.271142857,9.078057143,5.2187,2.508995238,4.15817619,7.874352381,3.898685714,5.577371429,5.083066667,4.924961905,4.225152381
14,28,3,0,3.565319048,3.769438095,8.984571429,6.716971429,-5.114114286,9.463557143,0.00927619,12.46359048,4.1654,1.026390476,-3.37702381
14,29,3,0,3.253047619,4.7521,7.073857143,6.11467619,8.809280952,2.6337,3.244433333,2.250552381,0.29912381,2.91882381,4.800104762
14,30,3,0,2.169414286,0.720904762,9.307866667,-2.076833333,1.283942857,1.083133333,5.044395238,2.857133333,3.677752381,3.245319048,0.201342857
14,31,3,0,-7.88097619,-3.884361905,-6.61497619,-7.421690476,-12.69379524,-5.432457143,-9.131333333,-5.896909524,-7.274280952,-6.97127619,-9.263628571
14,32,3,0,13.35314286,15.26942381,16.10484286,12.61269048,15.32575714,11.48150952,17.80704286,13.01308571,17.79140476,9.259447619,12.35454286
14,33,3,0,9.697357143,12.32554762,10.80809048,14.10527143,10.33380476,11.22968571,8.714009524,10.32779524,4.164309524,5.496619048,7.886714286
14,34,3,0,1.554571429,-1.224261905,0.111719048,0.615428571,-0.852638095,1.778638095,-0.145257143,2.162771429,0.952338095,1.9156,-1.553519048
14,36,3,0,10.98726667,9.921585714,1.80957619,5.432266667,5.177033333,1.966871429,6.308309524,-2.799761905,3.714804762,13.20924286,10.52345714
14,37,3,0,22.47340952,21.20622857,28.92220476,21.3196,23.1809,26.59618095,23.35810952,27.90532857,23.81149048,14.2370381,21.75235714
14,38,3,0,-1.064233333,2.247980952,10.84623333,0.187966667,3.914761905,5.387990476,5.166280952,6.362390476,4.464038095,-1.260119048,-1.889166667
14,39,3,0,-4.803857143,-6.778252381,-12.86447619,-12.60922381,-13.62265714,-7.517066667,-15.07194762,-10.60768571,-17.01424286,-2.89347619,-3.718157143
14,40,3,0,4.285433333,7.741728571,15.20961429,7.13357619,3.272571429,16.84909524,11.7058381,24.07687143,17.52830476,-1.124271429,3.229333333
14,41,3,0,-9.0606,-4.796566667,4.632733333,-3.116119048,-7.330409524,3.330866667,-1.16887619,8.333661905,4.114747619,-7.910647619,-6.97937619
14,42,3,0,0.354628571,-0.33847619,2.93357619,-0.887366667,3.56782381,-2.552742857,6.330180952,0.150971429,6.34087619,0.144595238,1.981409524
14,43,3,0,1.342752381,3.65227619,0.155261905,-7.495104762,-0.067495238,-1.249790476,-2.473071429,-2.025380952,-3.821580952,2.856957143,2.047671429
14,44,3,0,-3.87712381,-1.403357143,-1.005514286,10.06121429,0.704738095,-2.274785714,0.991333333,-0.907890476,0.398257143,-3.948571429,-2.334971429
14,45,3,0,8.688766667,10.49115238,14.9340381,-1.037790476,12.09170952,14.65587619,14.59528571,14.80219524,16.79935714,0.735533333,8.930204762
14,46,3,0,-9.77092381,-14.27452381,-20.87966667,-4.314447619,-10.37565714,-8.549485714,-16.71831429,-13.58337619,-17.61855238,-5.388395238,-8.388938095
14,47,3,0,-7.037642857,0.327414286,-2.204195238,-9.105014286,-5.279828571,-0.538061905,0.75182381,1.604590476,-0.732428571,-4.667190476,-7.821328571
14,48,3,0,-6.179833333,-4.329780952,-4.208790476,-11.12000952,-10.36883333,-1.09702381,-7.012209524,0.172385714,-4.106128571,-6.178842857,-4.002190476
14,49,3,0,12.04532857,12.8045619,6.506785714,7.463295238,12.67460952,4.666157143,7.980438095,1.954809524,3.961642857,14.27188095,11.90688571
14,51,3,0,6.435,4.140114286,3.365590476,9.334995238,3.444685714,4.584628571,1.297857143,3.524828571,0.778152381,9.308385714,5.454914286
14,52,3,0,-0.621709524,-0.285190476,-4.5275,-1.986947619,1.624880952,-1.704380952,-5.794261905,-8.410338095,-6.975171429,0.498519048,0.26412381
14,53,3,0,4.219880952,0.860571429,0.564057143,3.382580952,1.678214286,-1.153295238,4.4391,-3.451447619,3.446790476,5.8738,4.40032381
14,54,3,0,20.5743,22.4472,25.01049048,20.24432381,16.0961381,19.15454286,18.21155238,20.31122857,15.82660476,17.55161905,17.65350952
14,55,3,0,2.079338095,-0.653928571,-2.789328571,5.993447619,-0.4603,2.3294,-5.600095238,-2.83422381,-7.070785714,0.054285714,0.407071429
14,56,3,0,-10.67712381,-9.945185714,-13.86775714,4.61447619,-8.822809524,-2.500957143,-9.381147619,-0.842161905,-8.3523,-6.609728571,-10.6799
14,57,3,0,-0.708704762,4.190814286,6.442066667,-0.993952381,1.949833333,8.037371429,1.449704762,3.696785714,-0.315580952,-3.4052,-0.988595238
14,58,3,0,-17.36800952,-15.22922857,-12.16620476,-13.0063619,-15.56195714,-8.494471429,-13.40988571,-6.870047619,-10.64131905,-15.33542381,-18.63414762
14,59,3,0,0.656061905,3.084219048,-7.209038095,3.387533333,-3.665757143,-2.380838095,-7.758352381,-4.3345,-7.130309524,3.510757143,1.333690476
14,60,3,0,4.2928,2.160119048,1.193852381,9.383580952,4.592652381,2.266257143,3.188461905,6.88882381,1.495509524,1.048090476,3.772009524
14,61,3,0,8.624357143,9.194109524,2.838809524,4.927333333,1.837057143,4.979947619,1.006161905,4.468471429,-0.508142857,6.800990476,7.838285714
14,62,3,0,-1.955633333,-1.46387619,-2.481742857,-5.094333333,-0.161385714,-3.518057143,-3.719838095,-5.826204762,-3.486757143,-2.988390476,-1.383614286
14,63,3,0,12.75411905,11.67751905,8.568866667,8.823047619,14.56338095,8.123490476,7.192242857,5.859828571,8.00572381,11.3473,14.00147143
14,64,3,0,-10.44812381,-13.46760952,-6.455333333,-15.36304762,-8.807504762,-9.499209524,-5.391442857,-7.77032381,0.1099,-7.9796,-7.559209524
14,65,3,0,-7.773138095,-1.700257143,0.398547619,-2.505309524,-1.217671429,1.329390476,-2.155671429,5.392171429,1.41522381,-4.708571429,-7.16032381
14,66,3,0,-6.687357143,-2.894938095,1.121080952,-4.328642857,-5.650871429,1.136919048,-0.197019048,3.048285714,-0.630352381,-6.970871429,-8.843328571
14,67,3,0,-2.957047619,0.181619048,-1.245290476,3.145571429,-2.883495238,2.732519048,1.025304762,3.419885714,-0.424447619,-5.376471429,-1.976966667
14,68,3,0,-4.895438095,-3.886490476,-11.89168095,-5.890128571,-6.99892381,-10.11242857,-11.51505238,-10.9704619,-10.06145714,-2.345785714,-2.02197619
14,69,3,0,-3.563761905,1.86767619,6.076138095,0.219242857,-0.071947619,3.849804762,4.00682381,8.283385714,8.536642857,-6.706980952,-0.75552381
14,70,3,0,-6.349,-3.770695238,-6.213833333,-12.19700476,2.532657143,-6.892561905,-1.979733333,-5.767061905,-5.222471429,-5.6196,-4.27032381
14,71,3,0,11.43025714,14.38658095,11.49501905,19.32417143,12.56833333,6.854685714,6.311942857,4.997733333,0.706428571,9.70367619,11.0874619
14,72,3,0,1.244319048,7.477047619,2.462833333,-5.714261905,-0.923547619,0.144180952,-0.463795238,0.638038095,0.224761905,1.334538095,-0.1501
14,73,3,0,0.201990476,-0.17017619,-8.330180952,-2.299409524,-3.030038095,-5.788504762,-0.436152381,-8.246585714,-3.844442857,3.540142857,0.960804762
14,74,3,0,6.11152381,4.251957143,8.474338095,9.829052381,4.8862,9.644595238,7.159119048,10.94878571,5.200785714,1.691952381,8.69557619
14,75,3,0,-8.326366667,-9.336690476,-3.694495238,-8.382057143,-1.200961905,-15.00188571,-3.331819048,-8.3745,-1.861285714,-12.51707619,-4.30962381
14,76,3,0,7.03557619,6.93747619,3.388895238,3.934471429,-2.20742381,-0.834357143,-3.315847619,-2.014847619,-4.410014286,6.324971429,8.742528571
14,77,3,0,-1.37562381,-0.176057143,3.063666667,0.664671429,-3.274085714,1.324209524,3.859866667,2.577233333,5.271542857,-0.443838095,-0.897357143
14,78,3,0,12.63682857,14.1398,21.72957143,13.90655238,13.50160952,18.9044381,17.16340952,17.10932857,16.92641905,8.930557143,11.50991429
14,79,3,0,-6.322414286,-3.294566667,2.218452381,2.279319048,-5.632057143,3.563909524,1.57057619,6.9348,3.734909524,-3.048328571,-5.605014286
14,80,3,0,2.54302381,-4.3898,-6.830757143,-3.541928571,-5.471266667,-3.810690476,-7.710885714,-5.640461905,-7.974433333,5.835742857,-0.015090476
14,81,3,0,7.178504762,8.776119048,6.976704762,-3.450733333,3.343680952,5.37562381,4.808538095,7.093361905,2.774680952,3.662409524,4.510857143
14,82,3,0,-3.444833333,-5.242038095,-7.561633333,-4.234061905,-1.231414286,-0.439847619,-0.340119048,-5.560152381,-4.578852381,-2.30762381,-2.569761905
14,83,3,0,-6.611309524,-14.31144762,-19.61842857,-17.99239524,-10.64192381,-14.16442381,-15.49508571,-21.9264619,-18.37834286,-2.92132381,-4.133428571
14,84,3,0,-9.285642857,-8.2877,-7.186628571,-8.110947619,-3.19647619,-6.909971429,-4.076652381,-7.344638095,-2.419552381,-11.10538571,-9.122761905
14,85,3,0,-8.968680952,-16.19955714,-21.6619,-9.307728571,-15.16850952,-19.5681381,-13.39690476,-19.42039048,-18.46138571,-7.3231,-8.051080952
14,86,3,0,8.718657143,9.37202381,15.15463333,9.609295238,6.515880952,9.263642857,6.907228571,10.67445714,7.550714286,10.52033333,8.801757143
14,87,3,0,1.363438095,2.247609524,1.746914286,8.777961905,2.671957143,0.526614286,1.60712381,-1.735804762,-2.551914286,3.315661905,3.705766667
14,88,3,0,5.07582381,12.7270381,18.42109524,12.09659524,8.991733333,17.33770476,11.01171429,16.75244762,11.8713619,4.415661905,7.882185714
14,89,3,0,-16.20691429,-20.99270476,-18.63115714,-13.6212,-10.80526667,-10.46011429,-14.46755714,-12.6833619,-14.20056667,-11.79292857,-16.07548095
14,90,3,0,-24.52846667,-24.21884286,-17.79494286,-16.93904762,-16.9879381,-14.89131905,-14.90978571,-15.33044762,-10.63475238,-15.67752381,-19.54871905
14,91,3,0,1.460085714,1.919942857,6.4285,1.631790476,7.653947619,2.397385714,4.953090476,4.897319048,6.994509524,2.641095238,3.8026
14,92,3,0,4.4827,6.816580952,4.156942857,5.916385714,9.526328571,1.485361905,6.79967619,2.242980952,4.435671429,3.307395238,5.717233333
14,93,3,0,-7.397147619,-4.868338095,-1.387019048,-4.720961905,-4.0842,-4.712638095,-1.0705,-5.143542857,-3.230452381,-14.44379048,-3.828314286
14,94,3,0,-0.681752381,3.238171429,3.578085714,-3.710342857,4.158842857,0.343233333,0.447804762,1.566457143,1.041004762,-1.688171429,1.323847619
14,95,3,0,3.415890476,3.750014286,2.55467619,-0.6568,-1.671957143,3.700709524,-4.800471429,6.080728571,-3.18352381,3.70902381,3.442942857
14,96,3,0,-10.57947619,-11.98995238,-12.90740476,-9.251509524,-6.794019048,-13.60562857,-7.971371429,-18.77603333,-13.12044286,-9.237280952,-11.23780476
14,97,3,0,-3.127947619,-5.006238095,-7.810247619,-10.2650381,-14.70280476,-6.245566667,-15.75140952,-8.421057143,-15.68898095,-4.575128571,-8.33452381
14,98,3,0,4.464842857,5.10317619,5.589390476,2.934871429,4.615209524,9.313828571,-0.171914286,5.161009524,-0.242609524,1.699804762,2.331552381
14,99,3,0,-10.3963,-8.27557619,-4.848066667,-9.062952381,-4.245447619,1.023695238,-1.560133333,1.978904762,-0.475961905,-9.937957143,-8.469161905
14,100,3,0,10.64460952,13.61170952,19.53318095,10.13457143,13.95300952,17.5401,18.44465714,23.09857619,19.5895,6.6201,10.86864286
15,1,1,0,-0.291390476,-7.026095238,-14.26494762,-5.320280952,-11.64132857,-6.207361905,0.489947619,-2.360461905,-8.302709524,-7.220780952,-5.348238095
15,2,1,0,1.999128571,1.708080952,1.555219048,-8.392152381,-1.78557619,-4.363904762,1.475457143,2.757657143,0.586561905,1.743295238,-8.135133333
15,7,1,0,-19.3791381,-21.70535714,-19.47450952,-15.87052381,-23.06444286,-21.55211905,-18.20028571,-12.08277619,-18.48404762,10.37097619,-25.06802381
15,8,1,0,-2.536357143,-5.783928571,-5.985809524,-8.364114286,-4.374390476,-2.294019048,-1.660233333,-1.513233333,-1.449895238,15.43784286,-4.869657143
15,9,1,0,-15.43029048,-14.89975238,-11.05274762,-12.71491905,-6.945071429,-9.830533333,-12.52842857,-4.273338095,-7.232066667,30.77953333,-15.9451619
15,10,1,0,5.061395238,3.242385714,0.025590476,20.44207619,-1.560952381,-5.464704762,0.057957143,-3.260714286,1.039219048,21.57363333,5.115057143
15,11,1,0,-11.46007619,-13.59017619,-12.73342857,-6.318966667,-10.86282381,-4.82162381,-10.84112857,-2.997819048,-6.12527619,-5.082957143,-8.44692381
15,12,1,0,-20.9223,-22.26037619,-15.16331429,-16.88628095,-15.83610476,-12.41360476,-6.063419048,-7.1243,-7.977247619,-19.18988571,-25.37810952
15,13,1,0,-3.0094,-3.532704762,-6.009604762,-4.500333333,-3.683919048,-5.289195238,-4.775052381,-6.574942857,-8.102209524,6.926571429,-20.3097619
15,14,1,0,-10.69582381,-10.74959048,-10.45635714,-1.992028571,-2.5643,-5.860271429,-5.496619048,-7.209142857,-5.561590476,-9.03882381,-14.23538571
15,15,1,0,-3.371847619,-4.02867619,-1.242057143,-0.353466667,-8.162042857,1.679471429,-2.704780952,4.710014286,0.625328571,-6.613580952,-3.138061905
15,16,1,0,-21.28242381,-24.44175714,-17.68766667,-14.18225238,-16.80821429,-8.023904762,-15.9871619,-10.0154381,-11.50678095,-19.57598571,-17.67015714
15,17,1,0,-15.71252381,-16.72645714,-7.829119048,0.653142857,4.187319048,-3.900647619,-1.93547619,1.437604762,-2.1142,-15.91798571,-5.409171429
15,18,1,0,2.437033333,3.080366667,1.942214286,-4.411771429,-10.22740952,3.884633333,4.777028571,3.40352381,1.94827619,2.803738095,2.32102381
15,21,1,0,-14.73575714,-15.58533333,-17.93887619,-21.26411905,-20.5993619,-18.49258571,-14.77112381,-20.73700952,-16.8601619,-15.59982381,-15.3683
15,22,1,0,-9.023233333,-6.860609524,-2.529071429,1.843433333,3.904461905,0.293361905,1.685385714,1.189647619,-0.067066667,-43.36309048,-16.6058619
15,23,1,0,-7.438342857,-7.7136,-7.845714286,-8.843285714,1.622995238,-9.210595238,-8.187542857,-11.55484762,-5.412547619,-5.472252381,-0.624952381
15,24,1,0,-2.9318,-1.761857143,-3.039080952,-6.883404762,-4.751738095,-7.871704762,-1.172109524,-3.712266667,-1.3337,-3.768538095,-11.29882381
15,25,1,0,-2.28782381,-4.268609524,-10.91765714,-4.21347619,1.2355,-10.49340952,-9.460471429,-18.05803333,-10.69106667,-3.379190476,-2.969390476
15,26,1,0,-15.07577143,-18.3997381,-17.87587619,-9.24357619,-18.83965238,-10.86665714,-10.9386,-11.61375238,-13.44370476,-9.010380952,-18.87618571
15,27,1,0,-1.903885714,-3.916071429,-5.093995238,-8.12637619,11.14302857,-3.767542857,-5.704990476,-1.103547619,-1.863095238,-4.648247619,11.57321429
15,28,1,0,-1.200114286,3.428642857,6.857761905,-6.60312381,7.107652381,0.435533333,3.984261905,-2.534161905,4.813761905,-5.220890476,10.01635238
15,29,1,0,-5.468009524,-7.52652381,-11.83974286,-12.49178571,-17.09109048,-17.10258571,-3.151047619,-8.367242857,-11.08525714,-9.9004,-24.30448571
15,30,1,0,-13.78231429,-11.9804619,-8.024238095,-11.47185238,-11.22569524,-6.486580952,-7.352471429,-14.83197619,-8.477314286,-9.254619048,-16.42824762
15,31,1,0,-9.840533333,-14.20496667,-12.17012857,-14.1389619,-4.628990476,-6.101552381,-10.28060476,-3.417014286,-9.798804762,-6.824585714,-16.05586667
15,32,1,0,-2.362804762,-1.995738095,-6.554604762,-5.38212381,6.504361905,-4.382171429,-4.265095238,-6.440404762,-7.061895238,-0.28042381,6.2315
15,33,1,0,-0.668142857,-1.726504762,-4.846042857,-4.016504762,-11.76305238,1.832547619,-2.031709524,-4.436285714,-1.996871429,-3.7124,3.802442857
15,34,1,0,6.643780952,7.02282381,4.343104762,-3.173009524,-0.58222381,1.78132381,2.301242857,-5.072938095,3.298066667,7.666304762,14.82
15,35,1,0,-15.82291905,-20.4340381,-21.93258571,-7.079290476,-36.56425238,-17.1425,-17.18391905,-19.42432857,-15.49647143,-9.843133333,-16.62634762
15,36,1,0,-0.797190476,-2.26572381,-0.585738095,0.404038095,-11.52383333,2.005047619,-4.880495238,-0.884271429,-2.605542857,6.091185714,-0.732280952
15,37,1,0,-10.9779381,-10.4512,-8.886147619,-8.864233333,1.982457143,-7.574419048,-15.24313333,-16.29557143,-10.10614286,-8.415295238,-9.776919048
15,38,1,0,-10.70068571,-8.998361905,-9.330252381,-12.5607,-9.781595238,-11.58639524,-8.955285714,-5.192985714,-8.396528571,-13.47582381,-5.571519048
15,39,1,0,-14.64702857,-13.74047619,-15.92038571,-14.91197619,-20.28867143,-11.44022857,-14.85180476,-9.610509524,-15.64063333,-12.23991905,-24.29362381
15,40,1,0,-11.17935238,-18.17568571,-21.99159048,-8.562504762,-14.03302381,-19.55660476,-15.89630952,-14.09431905,-17.78001905,-5.73847619,-12.11590476
15,41,1,0,-3.041190476,-5.208209524,-7.341333333,-3.394395238,-0.672471429,-3.872528571,-7.457695238,0.60452381,-6.978290476,-2.336561905,1.231471429
15,42,1,0,-9.393395238,-9.994142857,-10.05890476,-6.716380952,-10.12081429,-12.98318571,-8.305047619,-19.64108095,-10.3147,-13.27429524,-14.04711429
15,43,1,0,-9.001071429,-10.53861429,-12.44562381,-8.737457143,-10.73853333,-2.341652381,-9.77117619,-9.362561905,-7.958733333,-8.98862381,-8.92602381
15,44,1,0,5.823557143,4.899385714,1.970857143,14.00181429,-2.548109524,5.914261905,-0.460361905,2.230109524,-0.681247619,3.076590476,8.538466667
15,45,1,0,-7.640290476,-7.725761905,-2.003119048,-6.316985714,-5.949695238,2.748957143,-4.866566667,5.627538095,1.668242857,-5.921590476,-2.652719048
15,46,1,0,14.6267619,9.878695238,7.969661905,13.11397143,-0.588533333,14.66390952,9.374252381,12.87975714,12.19666667,19.23092381,14.84384286
15,47,1,0,-0.177142857,-0.486819048,-5.768428571,-3.334904762,-9.593847619,-6.849828571,-8.161861905,-10.76869524,-7.723047619,-1.975461905,3.130366667
15,48,1,0,-11.09773333,-12.00830952,-13.74914762,-13.46205238,-12.46027619,-14.72189524,-13.08494286,-14.99497143,-13.69081429,-9.754752381,-2.497114286
15,49,1,0,-2.418380952,-4.561452381,-4.218261905,0.356709524,-0.335933333,-1.626909524,2.2621,-2.436290476,0.386304762,-24.13449524,-17.82267143
15,50,1,0,3.450328571,2.190728571,1.413133333,8.589333333,-8.880547619,2.005080952,-2.059838095,5.648519048,0.746233333,1.566133333,-3.117752381
15,51,1,0,-10.79744762,-10.15378095,-10.17374762,-17.21589524,-4.537042857,-6.639147619,-13.71685238,-10.10389048,-7.548685714,-13.60030952,-16.25134762
15,52,1,0,-1.890666667,-4.727695238,-6.131433333,-3.411542857,-14.76884762,-2.606857143,-4.17487619,-0.122671429,-2.843880952,-1.88732381,-1.021904762
15,53,1,0,-20.5612619,-24.87337619,-27.55420476,-30.11197619,-13.46072857,-30.74068571,-23.76300952,-26.90907143,-22.34210476,0.69567619,-22.99292381
15,54,1,0,-14.29865714,-20.97655714,-24.33754762,-23.20655714,-7.841014286,-19.14220476,-21.41369524,-14.9378381,-15.32994286,-4.938585714,-1.119357143
15,55,1,0,-11.96562381,-15.4819381,-13.52960952,-16.66054286,-10.6334619,-13.17915238,-13.47677143,-8.130785714,-11.37490952,-12.21724762,-21.37488095
15,56,1,0,0.302542857,3.636447619,6.872847619,3.40297619,4.650466667,5.224933333,-6.4252,8.46582381,6.67662381,-19.66718095,-9.469790476
15,57,1,0,-12.0463381,-14.71367143,-14.8489619,-16.4077619,-11.28654286,-9.320342857,-10.08598571,-12.87440476,-10.35894762,-1.822904762,-18.31735714
15,58,1,0,-7.74542381,-9.748847619,-11.70900476,0.003790476,-5.496585714,-5.116185714,-10.8705619,-4.75042381,-9.232342857,-7.574442857,-7.134871429
15,59,1,0,-30.10408571,-33.89255238,-34.14061429,-36.24038571,-21.46586667,-29.68190476,-28.65278095,-32.51197143,-28.34916667,-25.19375714,-33.58857619
15,60,1,0,-4.665747619,-1.419180952,0.707266667,-5.087395238,-10.35769524,-4.084452381,-3.36512381,1.184461905,-0.282519048,-8.928747619,-1.969228571
15,61,1,0,-7.882980952,-9.970414286,-11.66843333,10.42467143,-24.355,-4.903219048,-7.733857143,-9.468071429,-9.983890476,-5.347447619,-9.671247619
15,62,1,0,1.92877619,4.437304762,3.991947619,4.383985714,-2.863404762,6.719614286,-0.1188,7.377995238,4.998404762,27.48654762,-8.950833333
15,63,1,0,0.353252381,-3.925728571,-8.512938095,-8.1165,16.6573619,-6.132861905,-7.680257143,-11.15417619,-8.677528571,3.521657143,2.849361905
15,64,1,0,-25.6995619,-27.62531905,-26.27329048,-20.04397619,-19.05912857,-22.26207619,-23.88111429,-21.16299048,-18.1242381,-19.07141905,-24.96335714
15,65,1,0,-5.491785714,-5.617590476,-3.291828571,-2.397228571,-5.482952381,-0.113995238,-1.65477619,-1.242361905,0.330547619,-7.124366667,-12.84008095
15,66,1,0,-4.883128571,0.670761905,7.331971429,1.366228571,4.074671429,3.844842857,7.474861905,4.573961905,6.855138095,-0.273490476,-3.394080952
15,67,1,0,1.784333333,0.503990476,-3.992580952,-2.90672381,-1.327471429,4.711942857,-6.255704762,2.6736,-3.567033333,8.307671429,8.198261905
15,68,1,0,-15.03559524,-19.37140476,-21.58606667,-19.85617143,-24.48091429,-19.02772381,-19.20128095,-21.32778571,-19.49304762,-14.55168095,-9.170609524
15,69,1,0,4.493780952,6.651990476,1.554747619,-2.86E-05,21.72431905,-4.576042857,0.778842857,-10.22585238,-1.458404762,0.542114286,5.247166667
15,70,1,0,-15.87168571,-18.02855714,-25.90202857,-9.45062381,-22.25620952,-23.76190952,-19.86850476,-27.10690476,-25.78367619,-7.469519048,-12.53851429
15,71,1,0,-12.47357143,-9.72017619,-3.678238095,-5.252819048,-2.493590476,-3.655438095,-0.99812381,-0.526742857,-0.803195238,-25.64641905,-23.45140952
15,72,1,0,-10.02960952,-7.355642857,-1.25292381,-8.980561905,2.311028571,1.355928571,-3.809671429,-1.844161905,-1.273961905,-12.10225714,-15.60492381
15,73,1,0,-13.11417619,-20.2124381,-17.3827,-12.44062857,-14.26655238,-10.29755238,-15.11763333,-4.97652381,-7.459738095,-3.515728571,-6.215571429
15,74,1,0,-19.60121429,-27.24088095,-33.32623333,-32.19232857,-13.40211429,-28.90531905,-23.12628095,-26.83709524,-24.33764762,-24.98082857,-21.4772
15,75,1,0,-16.66594286,-18.84419524,-18.61491905,-19.18245238,-13.1448,-13.5435381,-17.73768095,-20.0491,-18.03429524,-35.08964762,-8.683819048
15,76,1,0,-23.90571429,-30.9024619,-23.45732857,-13.29899524,-22.94241429,-12.05097143,-15.02562857,-5.513457143,-13.99603333,-19.75404762,-22.04645714
15,77,1,0,-11.2651381,-18.14198095,-21.17936667,-10.41868571,-3.211795238,-14.00212381,-15.3210381,-14.19638571,-13.60352857,-5.881390476,-6.647280952
15,78,1,0,6.312,5.181542857,2.70882381,4.194438095,-4.349852381,0.811033333,-2.069466667,-0.769542857,3.711638095,4.182209524,-0.558428571
15,79,1,0,5.962933333,5.829166667,6.922104762,-8.536919048,-0.616647619,6.438080952,-0.065085714,2.464919048,4.934738095,3.767661905,5.735257143
15,80,1,0,0.531166667,-4.223814286,-6.736895238,-2.455552381,-7.764357143,-3.924952381,-0.15837619,-0.233171429,-4.125838095,1.756428571,3.852180952
15,81,1,0,-4.897190476,-8.779328571,-15.25311905,-14.60577143,-14.57816667,-15.02228095,-10.34361429,-17.8246,-13.3875381,-4.7505,-9.608761905
15,82,1,0,-13.19511429,-17.13909048,-19.80190476,-16.05700476,-11.97754286,-15.50837619,-14.14591905,-14.32347143,-16.4995381,-12.6451381,-18.89069048
